Unnamed: 0,Block_name,Treatment,Date,Site,Ranch,Year,Low.reading_mean,Low.reading_sd,High.reading_mean,High.reading_sd,Low.rounded_5_mean,Low.rounded_5_sd,Low.rounded_10_mean,Low.rounded_10_sd,High.rounded_5_mean,High.rounded_5_sd,High.rounded_10_mean,High.rounded_10_sd,Sample_ID_vor,mean_biomass,sd_biomass,Sample_ID_bio,X_coord,Y_coord,ID,Block_Id,NDVI,DFI,NDTI,SATVI,NDII7,SAVI,RDVI,MTVI1,NCI,NDCI,PSRI,NDWI,EVI,TCBI,TCGI,TCWI,BAI_126,BAI_136,BAI_146,BAI_236,BAI_246,BAI_346,BLUE,GREEN,RED,NIR1,SWIR1,SWIR2
25,1,PR,2023-05-25,OK,CR,2023,21.7666666666667,5.44998154589304,48.3,12.3599743331951,24.3333333333333,5.52944053622771,26.6666666666667,5.46672273590534,50.3333333333333,12.4522074855974,52.3333333333333,12.5074690329097,2023-05-25_OK_CR_PR_1,2036.13333333333,929.008750586703,2023-05-25_OK_CR_PR_1,-97.2259055488889,33.9314684488889,1_PR_2023,1_PR,0.716910086604254,8.287953464384133,0.33741445719662966,0.2951132741236624,0.46188533935622816,0.467070947953778,44.42759338575286,0.4224826361648209,0.5485676670445142,0.6360861654391188,-0.05001046552575383,0.15014420261358602,0.5000587326078735,0.3600391190235047,0.19151848011741668,-0.15495685836792733,138.29441507721867,172.5883895777764,96.61712235381248,209.64716779522928,94.06076565084594,85.77926471948263,371.6909321127967,706.8364291358173,541.123288019975,3295.507914066846,2435.202364890793,1211.1477594869111
27,1,PR,2023-06-22,OK,CR,2023,29.7857142857143,9.68143371253239,81.6428571428571,11.0360160743654,31.7857142857143,9.35060759704215,34.2857142857143,9.20087412456472,82.5,11.0134597786661,83.5714285714286,10.2611405453295,2023-06-22_OK_CR_PR_1,2415.2,876.322388165451,2023-06-22_OK_CR_PR_1,-97.2259055488889,33.9314684488889,1_PR_2023,1_PR,0.7907579497668294,6.574709712582825,0.3937957545694358,0.2859450382185591,0.6066146294260977,0.5427425286086641,51.36462603573236,0.5197199019740767,0.5069860417205605,0.6565180064631405,-0.06595812403550722,0.2822883954029603,0.5823685584306532,0.3625188764893729,0.2409539395961448,-0.11134098892863055,130.1366206857705,171.6286571163248,85.79921158039761,217.6710710566272,83.5907994851382,76.14518527208926,278.75364581136006,688.8972957142857,438.48598143375256,3776.373043560929,2110.5783981653362,921.4754123199467
29,2,AD,2023-07-20,OK,CR,2023,48.551724137931,11.7278246883718,84.4827586206897,8.56329663512153,50.5172413793103,12.345099344781,53.1034482758621,12.5651014082265,85.3448275862069,7.89790144852672,86.551724137931,7.6885174443849,2023-07-20_OK_CR_AD_2,3345.2,1125.65705612322,2023-07-20_OK_CR_AD_2,-97.222174452,33.937854466,2_AD_2023,2_AD,0.8155263268802518,5.935452921006192,0.4128124724908471,0.28560000100068744,0.643981091205575,0.5611628762602335,53.09062273320571,0.5340184000859657,0.5255897665480972,0.67353455519072,-0.060445895740468845,0.31484546755166043,0.6066142289139922,0.3554942550285029,0.25238486595137427,-0.1004305005287525,133.21402533507396,173.47367675447063,83.79674887760406,215.4904265754078,81.29441527463625,74.22241490960229,259.60118207411807,623.35879674388,390.860328337145,3847.448099271278,2004.3832609810092,832.8828102719716
30,2,AD,2023-09-11,OK,CR,2023,48.1818181818182,15.6376723503467,87.4090909090909,7.79901758715002,49.7727272727273,15.8472825316003,51.3636363636364,15.8250718934512,87.7272727272727,6.85344416842342,87.7272727272727,6.85344416842342,2023-09-11_OK_CR_AD_2,2702.06666666667,2285.44716908238,2023-09-11_OK_CR_AD_2,-97.222174452,33.937854466,2_AD_2023,2_AD,0.5963089159972541,12.629443680126096,0.33359569097993125,0.2578768079381556,0.3956763629759734,0.37223214070272054,35.60323906691194,0.297609832280592,0.5745784453303228,0.5481778453789241,0.018798092827597663,0.07219177720615949,0.36494887043983343,0.3439639656297171,0.14824811692227452,-0.16120532348653283,140.13380703423329,156.73897135575763,104.87212614524917,176.6142406599351,102.48412921495222,94.80779784470319,348.43107788562935,667.2391508193843,722.4906101314233,2849.0813041124657,2469.6980430900935,1236.309551825995
31,2,AD,2023-06-22,OK,CR,2023,37.037037037037,7.77313658838261,82.7407407407407,9.86287753530141,39.0740740740741,8.20846620136292,40.3703703703704,8.54016820293798,84.0740740740741,9.09744649687662,85.5555555555556,8.47318545736323,2023-06-22_OK_CR_AD_2,2442.46666666667,786.56911372534,2023-06-22_OK_CR_AD_2,-97.222174452,33.937854466,2_AD_2023,2_AD,0.7831769183363638,6.819817188842439,0.38939337061765755,0.2926236448585909,0.5954885169906711,0.5432580099143023,51.38814070679388,0.5198074930949288,0.5285577525012677,0.6519713736846674,-0.05626676095146641,0.268382679500347,0.5873696825906386,0.37261254436313407,0.24377158935868642,-0.12018468710314831,132.80910730738725,171.6773315472236,85.40939362819063,214.26860617136737,83.01924434269071,75.85499974454638,303.45355356648736,682.091925019118,465.8791580186325,3841.4229180384455,2218.3544596716906,976.0728739815793
32,2,AD,2023-05-24,OK,CR,2023,31.5862068965517,10.6049760603869,61.3448275862069,16.8571219837894,33.448275862069,10.6990860988102,35.8620689655172,11.500696059466,63.448275862069,16.6959922626799,65.8620689655172,16.3701037127595,2023-05-24_OK_CR_AD_2,1378.66666666667,478.718934936427,2023-05-24_OK_CR_AD_2,-97.222174452,33.937854466,2_AD_2023,2_AD,0.7413011498948192,7.5497393815185365,0.3432218226929307,0.3089604158444149,0.49005003833392125,0.5081099202419532,48.13155899923235,0.4782512496329815,0.5608758489040303,0.6509329545517448,-0.04671332355283217,0.17981170083041909,0.557339613990316,0.3858148076981319,0.22064028350213988,-0.15809320330506638,138.96233691292912,174.10788125247123,91.12939984831375,210.7262283508879,88.46200094119231,81.01094535664383,382.2876319394312,711.8388125823654,537.7103133077635,3670.2603393226495,2539.121056890003,1244.9634366286052
34,2,AD,2023-10-12,OK,CR,2023,32.8965517241379,19.4428555140924,81.9310344827586,10.3472944513556,34.8275862068966,19.1555082818741,37.9310344827586,19.5264125782833,83.1034482758621,9.48813103523934,84.4827586206897,9.09717652294684,2023-10-12_OK_CR_AD_2,4074.46666666667,946.795197847278,2023-10-12_OK_CR_AD_2,-97.222174452,33.937854466,2_AD_2023,2_AD,0.5893192611692818,11.665216411050778,0.29179052351211354,0.2574612077798058,0.3048487912011237,0.3300810742824229,32.17122676283048,0.24371080239819426,0.6133944476594548,0.579799687907679,0.024826229570971588,0.013913339841181803,0.3222674398343509,0.3012909939242482,0.11874547984349496,-0.1659481731317926,150.1763309486404,163.4231060665449,115.2151853938361,177.09301760302083,112.1839000549756,103.80497193091408,322.8309372014439,555.0201858371786,614.5373829288795,2371.4504742101262,2313.884955103952,1269.6498391346356
37,2,AD,2023-04-20,OK,CR,2023,16.1111111111111,7.38675182770496,33.5185185185185,21.6694935696927,17.7777777777778,8.24310123368129,19.2592592592593,8.28619144486589,35.3703703703704,21.0277255585392,37.4074074074074,20.4925113137219,2023-04-20_OK_CR_AD_2,1175.8,674.652040684678,2023-04-20_OK_CR_AD_2,-97.222174452,33.937854466,2_AD_2023,2_AD,0.5706792723114577,11.166089928312077,0.25673517967390846,0.27351781595883246,0.24318800797860618,0.3424239714252145,32.95354631973557,0.27487446616648314,0.5769598788300556,0.5800595701638639,-0.0033142657205788378,-0.01478230736120207,0.35096061577247173,0.35207582712861635,0.12175814863646836,-0.20262678797221167,147.60312862608367,167.37763828472163,114.56227615731217,188.88556023050168,111.86175607282462,102.85657052588587,456.4376574885855,727.0992941931271,722.329601298902,2626.0128934862914,2715.8817161293673,1607.1639136297674
41,2,AD,2023-08-17,OK,CR,2023,53.65,12.6876442174847,86.95,7.68782359182021,56.0,12.7320565172283,58.0,12.8144655103437,87.25,6.97269109115208,88.0,5.23148363780597,2023-08-17_OK_CR_AD_2,2439.86666666667,807.947866304916,2023-08-17_OK_CR_AD_2,-97.222174452,33.937854466,2_AD_2023,2_AD,0.7264817061186297,8.722078461995238,0.380324732283513,0.2776481814327607,0.5401452812637623,0.47828579146159905,45.44883758031551,0.42179181914821096,0.5702890363058181,0.6167378985111028,-0.02104077669737174,0.20390028670623178,0.4903374918408883,0.34664260004152514,0.20586567225858352,-0.12938358201171235,137.35894127663224,164.25603937250324,92.64058456434037,195.3459754214441,90.01682032999949,82.7327383698867,272.93548499325595,607.5178955528778,530.619684748918,3376.423144907204,2226.8511080737585,1002.4846389555911
43,2,PR,2023-06-21,OK,CR,2023,29.2,9.76387901058454,77.92,11.9649488089168,31.2,10.0291242555536,33.2,10.295630140987,79.2,11.5181016954473,80.8,11.5181016954473,2023-06-21_OK_CR_PR_2,2134.24,497.03268303,2023-06-21_OK_CR_PR_2,-97.21943565,33.938069987,2_PR_2023,2_PR,0.7280068627334606,8.109081593299608,0.3476827294761993,0.29456818163607,0.4933365108330636,0.48544130957498294,46.0858226236663,0.44523420752923926,0.5511322125979485,0.6326978285245062,-0.04475963668882345,0.17702988424242577,0.5163780483067046,0.3687015280025374,0.2059883956302045,-0.15078113929270373,136.42765412598987,170.08405180477735,93.27691675422841,207.98111600670663,90.83811900556496,83.04994947564602,345.6606452873027,700.3689097794639,544.3580215538714,3467.250444929197,2436.853773421497,1183.9272564037838
46,2,PR,2023-04-19,OK,CR,2023,13.9166666666667,6.74321989058296,28.625,15.2481288944778,15.8333333333333,6.70280062599836,17.0833333333333,7.50603621828092,29.7916666666667,14.9984902621873,32.0833333333333,14.7380509202383,2023-04-19_OK_CR_PR_2,681.52,378.695170288716,2023-04-19_OK_CR_PR_2,-97.21943565,33.938069987,2_PR_2023,2_PR,0.5232689351433161,11.886568713319196,0.23466329296239202,0.26791047214851277,0.1805565207913159,0.31510821133210454,30.2924498333748,0.246765896941148,0.5767047427407141,0.564012372259685,0.013366593194331292,-0.05496323001359068,0.31990315533225633,0.3638543093850417,0.10784585795244715,-0.22200481216871665,147.85202479947654,164.93468251837993,118.5033838000086,183.7397476878481,116.10694557715922,107.39477825150115,489.15731323847126,767.8992775076007,803.0189731319329,2554.7173721495983,2873.3878401703473,1786.4457220571253
48,2,PR,2023-08-17,OK,CR,2023,36.3333333333333,17.4686532438493,74.4444444444444,17.2656469355354,38.1481481481481,17.9287129052463,40.7407407407407,18.3818317338544,76.1111111111111,16.4862024673626,77.4074074074074,15.3403922807611,2023-08-17_OK_CR_PR_2,3095.04,1910.47509483898,2023-08-17_OK_CR_PR_2,-97.21943565,33.938069987,2_PR_2023,2_PR,0.5819647115432042,12.517115848704874,0.3104926386966504,0.2793318879150487,0.33139568487497667,0.3707252911617589,35.36275082202539,0.29413903732314994,0.6104958111543924,0.5670938724604302,0.0342252860811385,0.024402047315714978,0.36436436558210594,0.3678979860492142,0.14758358278367997,-0.1947576308610275,143.7470495550264,156.80169118396904,105.95886901432672,172.28208865193008,103.31679243730723,96.21856587009192,374.7051210001927,676.6803970687442,775.7851438539526,2925.780823170915,2795.971876089811,1473.59008698574
49,2,PR,2023-10-10,OK,CR,2023,36.8846153846154,14.7657087146589,76.4230769230769,18.8810446255986,37.8846153846154,14.7765406589687,40.0,15.4919333848297,76.9230769230769,18.170136107191,78.4615384615385,16.8978833449181,2023-10-10_OK_CR_PR_2,3246.96,2050.83057515729,2023-10-10_OK_CR_PR_2,-97.21943565,33.938069987,2_PR_2023,2_PR,0.5843828578951764,11.386020540695368,0.27783486461326196,0.26427357134650714,0.26535600621427824,0.3225856043501215,31.533802485261983,0.23675255498754194,0.6223987851502203,0.594583216596966,0.023634396375864928,-0.01168225500966509,0.31775117776029815,0.30145397840935817,0.1127899360546151,-0.1764951214702688,152.90394011873389,165.8874611368643,117.82763685954414,178.96515312967497,114.66493983841363,106.16533982368132,337.70254146812624,553.7991274506653,607.2259004946297,2309.2198698168545,2378.6475544158084,1350.5569560706417
50,2,PR,2023-05-24,OK,CR,2023,25.1111111111111,9.63300948794673,51.4814814814815,10.3936754821617,26.4814814814815,9.88538303359044,27.7777777777778,10.5003052458683,53.8888888888889,10.5003052458683,56.6666666666667,10.7417231105915,2023-05-24_OK_CR_PR_2,1550.96,477.175489730979,2023-05-24_OK_CR_PR_2,-97.21943565,33.938069987,2_PR_2023,2_PR,0.6693136978042289,8.922974145249256,0.2965210820583359,0.3078851252770505,0.36800432200811206,0.44893667805391796,42.62652824519072,0.4092200568880488,0.576242484608555,0.6247250384616201,-0.02985109220173509,0.08318403900174111,0.49136020663688484,0.394368457834681,0.18487883704146335,-0.19531178797558554,144.36484185274333,173.2509254586101,99.69916058035736,203.461848189419,96.88144315249943,88.9864370940119,463.29196942369384,758.6314377109851,650.6090477377317,3375.3907425448233,2828.0925058077673,1532.308793372426
55,2,PR,2023-07-19,OK,CR,2023,34.28,11.5018839036626,66.56,16.1350550045545,36.4,11.3210717984945,38.8,12.3558353285671,68.2,15.4704018478297,70.0,14.4337567297406,2023-07-19_OK_CR_PR_2,2687.44,1136.72964595809,2023-07-19_OK_CR_PR_2,-97.21943565,33.938069987,2_PR_2023,2_PR,0.704598605299374,8.727021569483973,0.3414488555564126,0.2824873117637061,0.4653547853894455,0.44948157577491304,42.863305275173154,0.39162450285024275,0.5650594554791403,0.6226977835189064,-0.03150584310341193,0.15005766720557645,0.4679362385574503,0.34408075920992975,0.18325441369073556,-0.1477171162115109,139.7643061275067,168.62842507328364,98.1905298943092,200.25459946830145,95.54102657813635,87.47216607046111,329.43172613374145,647.3317627183479,544.6049418635723,3152.932155730918,2331.4844557448005,1150.8913549572396
56,2,PR,2023-09-15,OK,CR,2023,32.8461538461538,17.3197974761654,73.7692307692308,16.0905132107281,35.0,17.8885438199983,36.9230769230769,18.4974010648482,75.7692307692308,15.4720591837226,76.9230769230769,14.904826270502,2023-09-15_OK_CR_PR_2,2108.64,436.517912576334,2023-09-15_OK_CR_PR_2,-97.21943565,33.938069987,2_PR_2023,2_PR,0.5662037048129367,12.755425387738638,0.29782488828037385,0.2647500595412602,0.3011035269085019,0.33739957640653256,32.52181824110341,0.258631484595988,0.5943124704552688,0.5650732011532177,0.025441742525924998,0.005059356375130353,0.3340724498911784,0.3375831135413188,0.12535707797911103,-0.1833065592842471,146.82836375278268,160.9713066291366,112.40781706639413,176.36979327572843,109.68470352084103,101.68260559492144,388.81606336547725,656.46457566683,726.0851871341897,2597.5594925848573,2587.046775551195,1402.0680345517412
57,3,AD,2023-05-24,OK,CR,2023,39.5357142857143,19.3591439641957,65.0,21.1414985978516,41.4285714285714,19.7135572290832,43.2142857142857,19.446711885936,66.7857142857143,20.4674215258137,69.6428571428571,19.9038695022858,2023-05-24_OK_CR_AD_3,1734.73333333333,1440.10976063169,2023-05-24_OK_CR_AD_3,-97.212413765,33.923542311,3_AD_2023,3_AD,0.7566000243339728,7.3839126098218095,0.3624160623186441,0.3057095120019094,0.520926614462955,0.5086422408255583,48.22428312435289,0.4751194328022908,0.5473292530681093,0.6573330235532806,-0.0582000484680909,0.19578224858947096,0.5562326674774875,0.36982356538700734,0.21713738826782264,-0.14462803097508337,137.28588198996695,175.17857330196307,91.08266573719096,214.3889057173037,88.4550506382368,80.6628119718426,363.23033691129893,701.6644152382057,494.7058801449073,3569.941306031965,2402.6336951119706,1124.2467817849395
59,3,AD,2023-10-10,OK,CR,2023,34.7241379310345,23.8041061159686,75.0689655172414,25.7459165062883,36.7241379310345,23.3863460648732,38.2758620689655,23.3098638712151,75.6896551724138,24.7387830978519,76.2068965517241,23.9663146197575,2023-10-10_OK_CR_AD_3,1484.64,660.189706069399,2023-10-10_OK_CR_AD_3,-97.212413765,33.923542311,3_AD_2023,3_AD,0.5259454293600325,13.563920172571489,0.27902222739079674,0.27141470781617744,0.21894627388702592,0.3007772788966009,29.195828313111615,0.21190121759623268,0.6365615994628846,0.5707597672249336,0.05783978165501801,-0.0640657861655294,0.2900651908906386,0.32754211106882863,0.10603555820581134,-0.20213897895021948,152.7163321239423,159.75567617840568,118.79268270485169,167.3340974527271,115.73791194796296,108.32642993785032,372.0208016810947,598.3312370677734,736.6090268125415,2357.946199009878,2689.9220715375177,1518.4530530652114
