filename,Date,NDVI,NDVI_gapfilled,NDVI_d30
Bill's Home,2019-09-29,0.2970935013799882,0.266912362422797,-0.001332603762006729
Bill's Home,2019-09-30,,0.2657887936123262,-0.0013131672645073163
Bill's Home,2019-10-01,,0.2646994495972652,-0.0012943046230201316
Bill's Home,2019-10-02,,0.26364595422358156,-0.0012753837620124776
Bill's Home,2019-10-03,,0.26264359991936054,-0.0012560121683666992
Bill's Home,2019-10-04,0.2683678540905327,0.26169546055782117,-0.0012355623443348006
Bill's Home,2019-10-05,,0.26081207848009064,-0.0012142709133103002
Bill's Home,2019-10-06,,0.25991873972790064,-0.001194433611201164
Bill's Home,2019-10-07,,0.2590095875966788,-0.0011765414095767776
Bill's Home,2019-10-08,,0.25807863733934777,-0.0011610224758546635
Bill's Home,2019-10-09,,0.2571197761663272,-0.0011458391754380348
Bill's Home,2019-10-10,,0.2562778041708423,-0.0011260213107602815
Bill's Home,2019-10-11,,0.25546522195283894,-0.0011047210282399264
Bill's Home,2019-10-12,,0.25468160604290996,-0.00108458797713664
Bill's Home,2019-10-13,,0.2539265281096911,-0.0010656732921599354
Bill's Home,2019-10-14,0.2436441398963472,0.2531995549598582,-0.0010479692690409826
Bill's Home,2019-10-15,,0.25250024853812897,-0.001032461571712536
Bill's Home,2019-10-16,,0.2517644697703098,-0.0010194819778931755
Bill's Home,2019-10-17,,0.2509849946902908,-0.0010086441957034935
Bill's Home,2019-10-18,,0.2501544487455546,-0.0009997593925520631
Bill's Home,2019-10-19,0.2471894595449862,0.24925434380367567,-0.0009935400971525917
Bill's Home,2019-10-20,,0.2482758378634155,-0.0009900592995674732
Bill's Home,2019-10-21,,0.2473352870996295,-0.000986092779898674
Bill's Home,2019-10-22,,0.2464368358188056,-0.0009788429907113076
Bill's Home,2019-10-23,,0.2455847394908529,-0.000967968781311294
Bill's Home,2019-10-24,,0.2447833647491,-0.0009531318189646143
Bill's Home,2019-10-25,,0.2440371893902977,-0.0009339949180921857
Bill's Home,2019-10-26,,0.2432898379664981,-0.0009121984911189003
Bill's Home,2019-10-27,,0.24253952502596102,-0.0008905381084805458
Bill's Home,2019-10-28,,0.24178443680562828,-0.0008761364407979145
Bill's Home,2019-10-29,,0.2410227312311241,-0.0008629877063890956
Bill's Home,2019-10-30,,0.24025253791675508,-0.0008512085231857045
Bill's Home,2019-10-31,,0.2394719581655098,-0.0008409163810585133
Bill's Home,2019-11-01,,0.23867906496905986,-0.00083222964181739
Bill's Home,2019-11-02,,0.23787190300775854,-0.0008257232303867332
Bill's Home,2019-11-03,,0.23704848865064157,-0.00082156573023932
Bill's Home,2019-11-04,,0.2362504067642221,-0.0008187223905289513
Bill's Home,2019-11-05,,0.23545671181975264,-0.0008154009302716
Bill's Home,2019-11-06,,0.23466756835242694,-0.0008114006414750621
Bill's Home,2019-11-07,,0.23388315846481114,-0.0008065159624845543
Bill's Home,2019-11-08,,0.233103681826843,-0.0008005364779828069
Bill's Home,2019-11-09,,0.2323293556758329,-0.0007982816165003126
Bill's Home,2019-11-10,,0.2315604148164624,-0.000796826904545885
Bill's Home,2019-11-11,,0.23079711162078606,-0.0007961498140707966
Bill's Home,2019-11-12,,0.2300397160282297,-0.0007962270693820457
Bill's Home,2019-11-13,,0.22928851554559132,-0.0007970346471422289
Bill's Home,2019-11-14,,0.22854381524704123,-0.0007985477763695913
Bill's Home,2019-11-15,,0.2278059377741213,-0.0007986177332062833
Bill's Home,2019-11-16,,0.22705818485671536,-0.0007975603277858475
Bill's Home,2019-11-17,,0.22630285046190815,-0.000795053276121548
Bill's Home,2019-11-18,0.2282343976342719,0.2255422026142516,-0.000790404706314136
Bill's Home,2019-11-19,,0.22477848339576337,-0.0007832451489217379
Bill's Home,2019-11-20,,0.2239824910538019,-0.00077842653486092
Bill's Home,2019-11-21,,0.22315307345636834,-0.000776125412081242
Bill's Home,2019-11-22,,0.2222889806508885,-0.0007765252946654801
Bill's Home,2019-11-23,,0.22138886486421258,-0.0007798166628295808
Bill's Home,2019-11-24,,0.2204512805026151,-0.0007861969629227537
Bill's Home,2019-11-25,,0.2194746841517954,-0.00079383846049009
Bill's Home,2019-11-26,,0.21845743457687722,-0.0008027363483027933
Bill's Home,2019-11-27,,0.21739779272240878,-0.0008128881361073166
Bill's Home,2019-11-28,,0.2162939217123626,-0.0008242936506253832
Bill's Home,2019-11-29,,0.21514388685013608,-0.0008369550355539666
Bill's Home,2019-11-30,,0.21400104299776168,-0.0008490305055916044
Bill's Home,2019-12-01,,0.21286915209186996,-0.0008603304292396631
Bill's Home,2019-12-02,,0.21175200496409366,-0.0008706632681221626
Bill's Home,2019-12-03,,0.21065342134106854,-0.0008798355769857676
Bill's Home,2019-12-04,,0.20957724984443296,-0.0008891052306596379
Bill's Home,2019-12-05,,0.2085040235279222,-0.0008984229430610151
Bill's Home,2019-12-06,,0.20743516534967935,-0.0009077467667582532
Bill's Home,2019-12-07,,0.20637207375524777,-0.0009170361569854457
Bill's Home,2019-12-08,,0.20531612267757135,-0.000926251971642388
Bill's Home,2019-12-09,,0.20426866153699488,-0.0009353564712946007
Bill's Home,2019-12-10,,0.20323101524126322,-0.0009443133191733057
Bill's Home,2019-12-11,,0.20220448418552148,-0.0009530875811754861
Bill's Home,2019-12-12,,0.2011903442523158,-0.0009616457258637967
Bill's Home,2019-12-13,,0.20018984681159277,-0.0009699556244666184
Bill's Home,2019-12-14,,0.1992042187206991,-0.0009779865508780712
Bill's Home,2019-12-15,,0.1982346623243821,-0.0009857091816579734
Bill's Home,2019-12-16,,0.19728235545478984,-0.0009925276467308507
Bill's Home,2019-12-17,,0.1963484514314705,-0.0009984799676812548
Bill's Home,2019-12-18,,0.19543407906137297,-0.0010036041184292874
Bill's Home,2019-12-19,,0.1945403426388467,-0.0010079380252305556
Bill's Home,2019-12-20,,0.1936683219456416,-0.0010104723036053439
Bill's Home,2019-12-21,,0.1928190722509075,-0.0010111333735153614
Bill's Home,2019-12-22,,0.19199362431119582,-0.0010098452113230896
Bill's Home,2019-12-23,,0.19119298437045748,-0.0010065293497918367
Bill's Home,2019-12-24,,0.1904181341600443,-0.001001104878085693
Bill's Home,2019-12-25,,0.18967003089870862,-0.0009934884417695596
Bill's Home,2019-12-26,,0.18894960729260316,-0.0009835942428091354
Bill's Home,2019-12-27,,0.1882577715352811,-0.0009713340395709231
Bill's Home,2019-12-28,,0.1875954073076962,-0.000956617146822214
Bill's Home,2019-12-29,,0.18696337377820274,-0.0009393504357311113
Bill's Home,2019-12-30,0.1816648454685737,0.18636250560255532,-0.000921284579840212
Bill's Home,2019-12-31,,0.18579361292390928,-0.000902517972265356
Bill's Home,2020-01-01,,0.18525748137282008,-0.000883150786375786
Bill's Home,2020-01-02,,0.18475487206724417,-0.0008632849757941458
Bill's Home,2020-01-03,,0.1842865216125378,-0.0008430242743965051
Bill's Home,2020-01-04,,0.1838448383789704,-0.0008219728382983932
Bill's Home,2020-01-05,,0.18342962657196601,-0.0008001846259237777
Bill's Home,2020-01-06,,0.18304064688704447,-0.0007777142289401101
Bill's Home,2020-01-07,,0.18267761650981926,-0.000754616872258403
Bill's Home,2020-01-08,,0.18234020911599833,-0.0007309484140332186
Bill's Home,2020-01-09,,0.18202805487138402,-0.0007067653456626402
Bill's Home,2020-01-10,,0.1817407404318734,-0.000682124791788269
Bill's Home,2020-01-11,,0.18147780894345789,-0.0006570845102952638
Bill's Home,2020-01-12,,0.18123876004222275,-0.000631702892312334
Bill's Home,2020-01-13,,0.1810230498543483,-0.0006060389622116932
Bill's Home,2020-01-14,,0.180830090996109,-0.0005801523776091037
Bill's Home,2020-01-15,,0.18065925257387358,-0.0005541034293638752
Bill's Home,2020-01-16,,0.18050986018410564,-0.0005279530415788288
Bill's Home,2020-01-17,,0.1803811959133626,-0.0005017627716003457
Bill's Home,2020-01-18,,0.18027249833829662,-0.00047559481001833623
Bill's Home,2020-01-19,,0.18013640648359977,-0.00045106384873472755
Bill's Home,2020-01-20,,0.1799773623654371,-0.0004280569961823466
Bill's Home,2020-01-21,,0.17979964560334208,-0.0004064659569284581
Bill's Home,2020-01-22,,0.17960737342021615,-0.0003861870316747109
Bill's Home,2020-01-23,,0.17944701297450427,-0.0003657040395180009
Bill's Home,2020-01-24,,0.17931752574900567,-0.00034508350499009855
Bill's Home,2020-01-25,,0.1792178193904908,-0.00032439293007041164
Bill's Home,2020-01-26,,0.17914674770970102,-0.0003037007941860024
Bill's Home,2020-01-27,,0.1791031106813488,-0.00028307655421158006
Bill's Home,2020-01-28,,0.17908565444411792,-0.00026259064446949404
Bill's Home,2020-01-29,,0.17909307130066326,-0.00024231447672973526
Bill's Home,2020-01-30,,0.17912399971761064,-0.00022232044020995453
Bill's Home,2020-01-31,,0.17917702432555718,-0.00020268190157542997
Bill's Home,2020-02-01,,0.17925067591907098,-0.00018347320493910616
Bill's Home,2020-02-02,,0.17934343145669124,-0.0001647696718615523
Bill's Home,2020-02-03,,0.17945371406092855,-0.00014637081060139462
Bill's Home,2020-02-04,,0.17957989301826438,-0.00012832445179005448
Bill's Home,2020-02-05,,0.17972028377915128,-0.00011067877026310624
Bill's Home,2020-02-06,,0.1798569602795869,-9.402187434107885e-05
Bill's Home,2020-02-07,,0.1799899698068782,-7.834131030400408e-05
Bill's Home,2020-02-08,,0.18011926447502422,-6.362634654532666e-05
Bill's Home,2020-02-09,,0.1802447012247165,-4.986797357189691e-05
Bill's Home,2020-02-10,,0.18036604182333846,-3.705890400398093e-05
Bill's Home,2020-02-11,,0.18048295286496588,-2.5193572575229103e-05
Bill's Home,2020-02-12,,0.1805950057703666,-1.42681361327233e-05
Bill's Home,2020-02-13,,0.18070167678700083,-4.2804736369389525e-06
Bill's Home,2020-02-14,,0.1808023469890209,4.769813838243857e-06
