ID,Pasture,Treatment,Date,Date_mean,Year,Season,Low,High,Biomass_kg_ha,long,lat,PP_g
8,P,IMP,2023-10-17,2023-10-17,2023,10,43,48.33333333,6392,-81.1739,27.1432,159.8
8,P,IMP,2023-02-17,2023-02-17,2023,2,43,46,6696,-81.1739,27.1432,167.4
8,P,IMP,2023-03-30,2023-03-30,2023,4,22,30.33333333,3000,-81.1739,27.1432,75
8,P,IMP,2023-08-14,2023-08-14,2023,8,42,43.66666667,4664,-81.1739,27.1432,116.6
8,P,IMP,6/14/2023,6/14/2023,2023,6,27,27.33333333,1596,-81.1739,27.1432,39.9
9,N,IMP,2020-12-09,2020-12-09,2020,12,14,19,688,-81.1795,27.1451,17.2
9,N,IMP,2020-10-15,2020-10-15,2020,10,36,43.33333333,3532,-81.1795,27.1451,88.3
9,N,IMP,2020-08-13,2020-08-13,2020,8,67,72.66666667,2632,-81.1795,27.1451,65.8
9,N,IMP,2020-06-11,2020-06-11,2020,6,51,55.33333333,3292,-81.1795,27.1451,82.3
9,N,IMP,2020-03-25,2020-03-25,2020,3,,38,3272,-81.1795,27.1451,81.8
9,N,IMP,2021-10-11,2021-10-11,2021,10,50,52.33333333,6160,-81.1795,27.1451,154
9,N,IMP,2021-03-11,2021-03-11,2021,3,25,27.33333333,1260,-81.1795,27.1451,31.5
9,N,IMP,2021-06-15,2021-06-15,2021,6,22,23.33333333,1220,-81.1795,27.1451,30.5
9,N,IMP,2021-08-11,2021-08-11,2021,8,80,83.33333333,5828,-81.1795,27.1451,145.7
9,N,IMP,2021-04-14,2021-04-14,2021,4,9,15.33333333,820,-81.1795,27.1451,20.5
9,N,IMP,2022-02-10,2022-02-10,2022,2,56,66,7592,-81.1795,27.1451,189.8
9,N,IMP,2022-12-28,2022-12-28,2022,12,38,39,2364,-81.1795,27.1451,59.1
9,N,IMP,2023-10-19,2023-10-19,2023,10,76,82,8460,-81.1795,27.1451,211.5
9,N,IMP,2023-02-17,2023-02-17,2023,2,26,30,2292,-81.1795,27.1451,57.3
9,N,IMP,2023-03-31,2023-03-31,2023,4,35,36.66666667,3668,-81.1795,27.1451,91.7
9,N,IMP,2023-08-15,2023-08-15,2023,8,47,52.33333333,5852,-81.1795,27.1451,146.3
9,N,IMP,6/15/2023,6/15/2023,2023,6,44,46,5248,-81.1795,27.1451,131.2
10,P,IMP,2020-12-09,2020-12-09,2020,12,30,33,3580,-81.1735,27.1459,89.5
10,P,IMP,2020-10-15,2020-10-15,2020,10,61,63.33333333,3696,-81.1735,27.1459,92.4
10,P,IMP,2020-08-13,2020-08-13,2020,8,47,54.66666667,2836,-81.1735,27.1459,70.9
10,P,IMP,2020-06-11,2020-06-11,2020,6,30,31,1636,-81.1735,27.1459,40.9
10,P,IMP,2020-03-25,2020-03-25,2020,3,,26,1356,-81.1735,27.1459,33.9
10,P,IMP,2021-10-08,2021-10-08,2021,10,42,44.33333333,5916,-81.1735,27.1459,147.9
10,P,IMP,2021-03-11,2021-03-11,2021,3,20,20.66666667,436,-81.1735,27.1459,10.9
10,P,IMP,2021-06-15,2021-06-15,2021,6,15,18.33333333,912,-81.1735,27.1459,22.8
10,P,IMP,2021-08-11,2021-08-11,2021,8,71,77,5052,-81.1735,27.1459,126.3
10,P,IMP,2021-04-14,2021-04-14,2021,4,12,17,832,-81.1735,27.1459,20.8
10,P,IMP,2022-02-08,2022-02-08,2022,2,46,53.33333333,7856,-81.1735,27.1459,196.4
10,P,IMP,2022-12-27,2022-12-27,2022,12,62,64.33333333,6296,-81.1735,27.1459,157.4
10,P,IMP,2023-10-17,2023-10-17,2023,10,85,89.66666667,6376,-81.1735,27.1459,159.4
10,P,IMP,2023-02-17,2023-02-17,2023,2,43,45,4764,-81.1735,27.1459,119.1
10,P,IMP,2023-03-30,2023-03-30,2023,4,40,45.66666667,3320,-81.1735,27.1459,83
10,P,IMP,2023-08-14,2023-08-14,2023,8,62,71,7544,-81.1735,27.1459,188.6
10,P,IMP,6/14/2023,6/14/2023,2023,6,46,47.33333333,4420,-81.1735,27.1459,110.5
11,N,IMP,2020-12-09,2020-12-09,2020,12,25,32.66666667,2940,-81.1803,27.1485,73.5
11,N,IMP,2020-10-15,2020-10-15,2020,10,43,46.33333333,3428,-81.1803,27.1485,85.7
11,N,IMP,2020-08-13,2020-08-13,2020,8,62,66.33333333,3452,-81.1803,27.1485,86.3
11,N,IMP,2020-06-11,2020-06-11,2020,6,49,51.33333333,2388,-81.1803,27.1485,59.7
11,N,IMP,2020-03-25,2020-03-25,2020,3,,34,1876,-81.1803,27.1485,46.9
11,N,IMP,2021-10-11,2021-10-11,2021,10,49,50.66666667,6628,-81.1803,27.1485,165.7
11,N,IMP,2021-03-11,2021-03-11,2021,3,32,33,1344,-81.1803,27.1485,33.6
11,N,IMP,2021-06-15,2021-06-15,2021,6,23,24,1764,-81.1803,27.1485,44.1
11,N,IMP,2021-08-11,2021-08-11,2021,8,82,83.66666667,7572,-81.1803,27.1485,189.3
11,N,IMP,2021-04-14,2021-04-14,2021,4,15,17,812,-81.1803,27.1485,20.3
11,N,IMP,2022-02-10,2022-02-10,2022,2,56,57.33333333,7872,-81.1803,27.1485,196.8
11,N,IMP,2022-12-28,2022-12-28,2022,12,32,35,4112,-81.1803,27.1485,102.8
11,N,IMP,2023-10-19,2023-10-19,2023,10,60,63,6060,-81.1803,27.1485,151.5
11,N,IMP,2023-02-17,2023-02-17,2023,2,13,14,1384,-81.1803,27.1485,34.6
11,N,IMP,2023-03-30,2023-03-30,2023,4,26,27.66666667,3512,-81.1803,27.1485,87.8
11,N,IMP,2023-08-15,2023-08-15,2023,8,65,73,6180,-81.1803,27.1485,154.5
11,N,IMP,6/15/2023,6/15/2023,2023,6,48,48.66666667,5844,-81.1803,27.1485,146.1
12,P,IMP,2020-12-09,2020-12-09,2020,12,12,15,744,-81.1734,27.1484,18.6
12,P,IMP,2020-10-15,2020-10-15,2020,10,68,73.33333333,7752,-81.1734,27.1484,193.8
12,P,IMP,2020-08-13,2020-08-13,2020,8,72,80.33333333,3364,-81.1734,27.1484,84.1
12,P,IMP,2020-06-11,2020-06-11,2020,6,42,45.66666667,2400,-81.1734,27.1484,60
12,P,IMP,2020-03-25,2020-03-25,2020,3,,37,3044,-81.1734,27.1484,76.1
12,P,IMP,2021-10-08,2021-10-08,2021,10,80,91.66666667,4940,-81.1734,27.1484,123.5
12,P,IMP,2021-03-11,2021-03-11,2021,3,23,27.33333333,1184,-81.1734,27.1484,29.6
12,P,IMP,2021-06-15,2021-06-15,2021,6,48,57.33333333,5476,-81.1734,27.1484,136.9
12,P,IMP,2021-08-11,2021-08-11,2021,8,92,97,3456,-81.1734,27.1484,86.4
12,P,IMP,2021-04-14,2021-04-14,2021,4,15,18.33333333,1164,-81.1734,27.1484,29.1
12,P,IMP,2022-02-08,2022-02-08,2022,2,31,61.33333333,6048,-81.1734,27.1484,151.2
12,P,IMP,2022-12-27,2022-12-27,2022,12,27,28.66666667,3152,-81.1734,27.1484,78.8
12,P,IMP,2023-10-16,2023-10-16,2023,10,82,93.33333333,5060,-81.1734,27.1484,126.5
12,P,IMP,2023-02-17,2023-02-17,2023,2,24,27.66666667,2900,-81.1734,27.1484,72.5
12,P,IMP,2023-03-30,2023-03-30,2023,4,29,32,3900,-81.1734,27.1484,97.5
12,P,IMP,2023-08-14,2023-08-14,2023,8,66,80.33333333,6392,-81.1734,27.1484,159.8
12,P,IMP,6/14/2023,6/14/2023,2023,6,33,35.33333333,3644,-81.1734,27.1484,91.1
19,F,IMP,2020-12-08,2020-12-08,2020,12,26,28.33333333,2080,-81.1906,27.153,52
19,F,IMP,2020-10-14,2020-10-14,2020,10,56,56.66666667,3752,-81.1906,27.153,93.8
19,F,IMP,2020-08-12,2020-08-12,2020,8,45,47,3360,-81.1906,27.153,84
19,F,IMP,2020-06-11,2020-06-11,2020,6,33,35.66666667,1696,-81.1906,27.153,42.4
19,F,IMP,2020-04-14,2020-04-14,2020,3,,24,672,-81.1906,27.153,16.8
19,F,IMP,2021-10-04,2021-10-04,2021,10,32,36,3052,-81.1906,27.153,76.3
19,F,IMP,2021-03-09,2021-03-09,2021,3,10,10.66666667,596,-81.1906,27.153,14.9
19,F,IMP,2021-06-17,2021-06-17,2021,6,18,19.66666667,516,-81.1906,27.153,12.9
19,F,IMP,2021-08-10,2021-08-10,2021,8,22,29.33333333,1552,-81.1906,27.153,38.8
19,F,IMP,2021-04-13,2021-04-13,2021,4,15,17.33333333,1196,-81.1906,27.153,29.9
19,F,IMP,2022-02-10,2022-02-10,2022,2,22,24.66666667,688,-81.1906,27.153,17.2
19,F,IMP,2022-12-23,2022-12-23,2022,12,26,27,4296,-81.1906,27.153,107.4
19,F,IMP,2023-10-16,2023-10-16,2023,10,42,47.66666667,4852,-81.1906,27.153,121.3
19,F,IMP,2023-02-20,2023-02-20,2023,2,24,25.33333333,2556,-81.1906,27.153,63.9
19,F,IMP,2023-03-31,2023-03-31,2023,4,30,31,3432,-81.1906,27.153,85.8
19,F,IMP,2023-08-11,2023-08-11,2023,8,46,47.33333333,3656,-81.1906,27.153,91.4
19,F,IMP,6/16/2023,6/16/2023,2023,6,27,28.66666667,2176,-81.1906,27.153,54.4
20,F,IMP,2020-12-08,2020-12-08,2020,12,30,33.66666667,3116,-81.1913,27.1541,77.9
20,F,IMP,2020-10-14,2020-10-14,2020,10,41,49,3440,-81.1913,27.1541,86
20,F,IMP,2020-08-12,2020-08-12,2020,8,52,52.33333333,3864,-81.1913,27.1541,96.6
20,F,IMP,2020-06-11,2020-06-11,2020,6,31,34,1392,-81.1913,27.1541,34.8
20,F,IMP,2020-04-14,2020-04-14,2020,3,,24,412,-81.1913,27.1541,10.3
20,F,IMP,2021-10-04,2021-10-04,2021,10,41,43.33333333,4352,-81.1913,27.1541,108.8
20,F,IMP,2021-03-09,2021-03-09,2021,3,13,21,956,-81.1913,27.1541,23.9
20,F,IMP,2021-06-17,2021-06-17,2021,6,27.8,28.4,2184,-81.1913,27.1541,54.6
20,F,IMP,2021-08-10,2021-08-10,2021,8,46,49.33333333,3324,-81.1913,27.1541,83.1
20,F,IMP,2021-04-13,2021-04-13,2021,4,26,26.33333333,2272,-81.1913,27.1541,56.8
20,F,IMP,2022-02-10,2022-02-10,2022,2,17,23,876,-81.1913,27.1541,21.9
20,F,IMP,2022-12-23,2022-12-23,2022,12,23,24.66666667,3136,-81.1913,27.1541,78.4
20,F,IMP,2023-10-16,2023-10-16,2023,10,48,49.33333333,5932,-81.1913,27.1541,148.3
20,F,IMP,2023-02-16,2023-02-16,2023,2,24,27,3640,-81.1913,27.1541,91
20,F,IMP,2023-04-03,2023-04-03,2023,4,32,35.66666667,3808,-81.1913,27.1541,95.2
20,F,IMP,2023-08-14,2023-08-14,2023,8,46,47.33333333,4952,-81.1913,27.1541,123.8
20,F,IMP,6/16/2023,6/16/2023,2023,6,36,37,1560,-81.1913,27.1541,39
21,F,IMP,2017-04-24,2017-04-24,2017,4,,17,580,-81.188984,27.154124,14.5
21,F,IMP,2017-07-26,2017-07-26,2017,7,,28,2520,-81.188984,27.154124,63
21,F,IMP,2017-10-03,2017-10-03,2017,10,,42,4572,-81.188984,27.154124,114.3
21,F,IMP,2017-10-25,2017-10-25,2017,10,,53,4492,-81.188984,27.154124,112.3
21,F,IMP,2017-11-28,2017-11-28,2017,11,,38,4920,-81.188984,27.154124,123
21,F,IMP,2017-12-13,2017-12-13,2017,12,,31,2968,-81.188984,27.154124,74.2
21,F,IMP,2017-12-13,2017-12-13,2017,12,,31,2968,-81.188984,27.154124,74.2
21,F,IMP,2018-02-20,2018-02-20,2018,2,,17,3104,-81.188984,27.154124,77.6
21,F,IMP,2018-05-07,2018-05-07,2018,5,,15,872,-81.188984,27.154124,21.8
21,F,IMP,2018-07-03,2018-07-03,2018,7,,29,1760,-81.188984,27.154124,44
21,F,IMP,2018-10-22,2018-10-22,2018,10,,29,1968,-81.188984,27.154124,49.2
21,F,IMP,2018-12-10,2018-12-10,2018,12,,22,3032,-81.188984,27.154124,75.8
21,F,IMP,2019-12-18,2019-12-18,2019,12,,45,2336,-81.188984,27.154124,58.4
21,F,IMP,2019-09-11,2019-09-11,2019,9,,15,588,-81.188984,27.154124,14.7
21,F,IMP,2019-07-26,2019-07-26,2019,7,,31,5916,-81.188984,27.154124,147.9
21,F,IMP,2020-12-08,2020-12-08,2020,12,29,35.66666667,3000,-81.1892,27.1541,75
21,F,IMP,2020-10-14,2020-10-14,2020,10,44,49.66666667,3164,-81.1892,27.1541,79.1
21,F,IMP,2020-08-12,2020-08-12,2020,8,33,34.66666667,2176,-81.1892,27.1541,54.4
21,F,IMP,2020-06-11,2020-06-11,2020,6,22,22.33333333,1220,-81.1892,27.1541,30.5
21,F,IMP,2020-04-14,2020-04-14,2020,3,,11,420,-81.1892,27.1541,10.5
21,F,IMP,2021-10-04,2021-10-04,2021,10,34,41,5200,-81.1892,27.1541,130
21,F,IMP,2021-03-09,2021-03-09,2021,3,19,22,672,-81.1892,27.1541,16.8
21,F,IMP,2021-06-17,2021-06-17,2021,6,20,20.66666667,1404,-81.1892,27.1541,35.1
21,F,IMP,2021-08-10,2021-08-10,2021,8,25,29,2352,-81.1892,27.1541,58.8
21,F,IMP,2021-04-13,2021-04-13,2021,4,23,26.66666667,1432,-81.1892,27.1541,35.8
21,F,IMP,2022-02-07,2022-02-07,2022,2,12,16,,-81.1892,27.1541,
21,F,IMP,2022-12-23,2022-12-23,2022,12,31,32.66666667,5640,-81.1892,27.1541,141
21,F,IMP,2023-10-16,2023-10-16,2023,10,45,47.33333333,5004,-81.1892,27.1541,125.1
21,F,IMP,2023-02-16,2023-02-16,2023,2,26,26.33333333,2524,-81.1892,27.1541,63.1
21,F,IMP,2023-04-03,2023-04-03,2023,4,18,19.66666667,2248,-81.1892,27.1541,56.2
21,F,IMP,2023-08-11,2023-08-11,2023,8,54,58.66666667,3600,-81.1892,27.1541,90
21,F,IMP,6/16/2023,6/16/2023,2023,6,29,29,2548,-81.1892,27.1541,63.7
28,J,IMP,2017-03-28,2017-03-28,2017,3,,8,688,-81.188615,27.164769,17.2
28,J,IMP,2017-06-02,2017-06-02,2017,6,,10,276,-81.188615,27.164769,6.9
28,J,IMP,2017-09-01,2017-09-01,2017,9,,,4060,-81.188615,27.164769,101.5
28,J,IMP,2017-10-31,2017-10-31,2017,10,,47,5788,-81.188615,27.164769,144.7
28,J,IMP,2017-12-13,2017-12-13,2017,12,,36,5788,-81.188615,27.164769,144.7
28,J,IMP,2017-12-13,2017-12-13,2017,12,,36,5788,-81.188615,27.164769,144.7
28,J,IMP,2018-04-04,2018-04-04,2018,4,,21,3264,-81.188615,27.164769,81.6
28,J,IMP,2018-11-08,2018-11-08,2018,11,,32,2564,-81.188615,27.164769,64.1
28,J,IMP,2018-12-10,2018-12-10,2018,12,,28,2848,-81.188615,27.164769,71.2
28,J,IMP,2020-12-08,2020-12-08,2020,12,32,33.33333333,2200,-81.1887,27.1648,55
28,J,IMP,2020-10-14,2020-10-14,2020,10,64,66.33333333,4356,-81.1887,27.1648,108.9
28,J,IMP,2020-08-12,2020-08-12,2020,8,39,41.33333333,2704,-81.1887,27.1648,67.6
28,J,IMP,2020-06-11,2020-06-11,2020,6,28,29.66666667,1256,-81.1887,27.1648,31.4
28,J,IMP,2020-04-14,2020-04-14,2020,3,,20,376,-81.1887,27.1648,9.4
28,J,IMP,2021-10-04,2021-10-04,2021,10,62,65,4408,-81.1887,27.1648,110.2
28,J,IMP,2021-03-09,2021-03-09,2021,3,31,32.33333333,2812,-81.1887,27.1648,70.3
28,J,IMP,2021-06-14,2021-06-14,2021,6,34,34.66666667,2332,-81.1887,27.1648,58.3
28,J,IMP,2021-08-10,2021-08-10,2021,8,61,64.66666667,4416,-81.1887,27.1648,110.4
28,J,IMP,2021-04-12,2021-04-12,2021,4,31,32.33333333,2140,-81.1887,27.1648,53.5
28,J,IMP,2022-02-07,2022-02-07,2022,2,52,55.66666667,6436,-81.1887,27.1648,160.9
28,J,IMP,2022-12-23,2022-12-23,2022,12,22,23.66666667,3460,-81.1887,27.1648,86.5
28,J,IMP,2023-10-13,2023-10-13,2023,10,61,61.33333333,7936,-81.1887,27.1648,198.4
28,J,IMP,2023-02-20,2023-02-20,2023,2,24,25.66666667,5364,-81.1887,27.1648,134.1
28,J,IMP,2023-04-03,2023-04-03,2023,4,31,32.66666667,2360,-81.1887,27.1648,59
28,J,IMP,2023-08-10,2023-08-10,2023,8,44,44.66666667,3540,-81.1887,27.1648,88.5
28,J,IMP,6/14/2023,6/14/2023,2023,6,42,42,1720,-81.1887,27.1648,43
29,J,IMP,2017-03-28,2017-03-28,2017,3,,7,392,-81.187099,27.165396,9.8
29,J,IMP,2017-06-02,2017-06-02,2017,6,,17,236,-81.187099,27.165396,5.9
29,J,IMP,2017-09-01,2017-09-01,2017,9,,,4112,-81.187099,27.165396,102.8
29,J,IMP,2017-10-31,2017-10-31,2017,10,,53,6324,-81.187099,27.165396,158.1
29,J,IMP,2017-12-13,2017-12-13,2017,12,,39,5872,-81.187099,27.165396,146.8
29,J,IMP,2017-12-13,2017-12-13,2017,12,,39,5872,-81.187099,27.165396,146.8
29,J,IMP,2018-04-04,2018-04-04,2018,4,,12,1064,-81.187099,27.165396,26.6
29,J,IMP,2018-11-08,2018-11-08,2018,11,,30,2600,-81.187099,27.165396,65
29,J,IMP,2018-12-10,2018-12-10,2018,12,,41,3624,-81.187099,27.165396,90.6
29,J,IMP,2019-12-18,2019-12-18,2019,12,,35,2408,-81.187099,27.165396,60.2
29,J,IMP,2019-09-11,2019-09-11,2019,9,,16,1500,-81.187099,27.165396,37.5
29,J,IMP,2019-05-02,2019-05-02,2019,5,,30,1060,-81.187099,27.165396,26.5
29,J,IMP,2020-12-08,2020-12-08,2020,12,34,39,2672,-81.187,27.1655,66.8
29,J,IMP,2020-10-14,2020-10-14,2020,10,55,57.33333333,4492,-81.187,27.1655,112.3
29,J,IMP,2020-08-12,2020-08-12,2020,8,44,46.66666667,3668,-81.187,27.1655,91.7
29,J,IMP,2020-06-11,2020-06-11,2020,6,40,42,1932,-81.187,27.1655,48.3
29,J,IMP,2020-04-14,2020-04-14,2020,3,,20,604,-81.187,27.1655,15.1
29,J,IMP,2021-10-04,2021-10-04,2021,10,59,60.66666667,5140,-81.187,27.1655,128.5
29,J,IMP,2021-03-09,2021-03-09,2021,3,18,19.66666667,348,-81.187,27.1655,8.7
29,J,IMP,2021-06-14,2021-06-14,2021,6,20,21.66666667,1200,-81.187,27.1655,30
29,J,IMP,2021-08-10,2021-08-10,2021,8,55,56.66666667,4832,-81.187,27.1655,120.8
29,J,IMP,2021-04-12,2021-04-12,2021,4,18,19.66666667,684,-81.187,27.1655,17.1
29,J,IMP,2022-02-07,2022-02-07,2022,2,49,49.66666667,5996,-81.187,27.1655,149.9
29,J,IMP,2022-12-23,2022-12-23,2022,12,50,51.33333333,3092,-81.187,27.1655,77.3
29,J,IMP,2023-10-13,2023-10-13,2023,10,63,64,6828,-81.187,27.1655,170.7
29,J,IMP,2023-02-20,2023-02-20,2023,2,27,27.33333333,4968,-81.187,27.1655,124.2
29,J,IMP,2023-04-04,2023-04-04,2023,4,37,44.33333333,2056,-81.187,27.1655,51.4
29,J,IMP,2023-08-11,2023-08-11,2023,8,37,37.66666667,3488,-81.187,27.1655,87.2
29,J,IMP,6/13/2023,6/13/2023,2023,6,29,30.33333333,2264,-81.187,27.1655,56.6
30,J,IMP,2017-03-28,2017-03-28,2017,3,,14,1516,-81.185112,27.165446,37.9
30,J,IMP,2017-06-02,2017-06-02,2017,6,,14,1760,-81.185112,27.165446,44
30,J,IMP,2017-09-01,2017-09-01,2017,9,,,3708,-81.185112,27.165446,92.7
30,J,IMP,2017-10-31,2017-10-31,2017,10,,53,5488,-81.185112,27.165446,137.2
30,J,IMP,2017-12-13,2017-12-13,2017,12,,28,4184,-81.185112,27.165446,104.6
30,J,IMP,2017-12-13,2017-12-13,2017,12,,28,4184,-81.185112,27.165446,104.6
30,J,IMP,2018-04-04,2018-04-04,2018,4,,10,324,-81.185112,27.165446,8.1
30,J,IMP,2018-11-08,2018-11-08,2018,11,,42,2564,-81.185112,27.165446,64.1
30,J,IMP,2018-12-10,2018-12-10,2018,12,,47,2864,-81.185112,27.165446,71.6
30,J,IMP,2019-12-18,2019-12-18,2019,12,,7,376,-81.185112,27.165446,9.4
30,J,IMP,2019-09-11,2019-09-11,2019,9,,15,600,-81.185112,27.165446,15
30,J,IMP,2019-05-02,2019-05-02,2019,5,,41,3064,-81.185112,27.165446,76.6
30,J,IMP,2020-12-08,2020-12-08,2020,12,27,34.66666667,1208,-81.1851,27.1654,30.2
30,J,IMP,2020-10-14,2020-10-14,2020,10,58,60.33333333,2508,-81.1851,27.1654,62.7
30,J,IMP,2020-08-12,2020-08-12,2020,8,46,52.33333333,3060,-81.1851,27.1654,76.5
30,J,IMP,2020-06-11,2020-06-11,2020,6,32,33.33333333,1604,-81.1851,27.1654,40.1
30,J,IMP,2020-04-14,2020-04-14,2020,3,,17,300,-81.1851,27.1654,7.5
30,J,IMP,2021-10-04,2021-10-04,2021,10,53,55.66666667,5248,-81.1851,27.1654,131.2
30,J,IMP,2021-03-09,2021-03-09,2021,3,21,23.66666667,1228,-81.1851,27.1654,30.7
30,J,IMP,2021-06-14,2021-06-14,2021,6,23,26,1096,-81.1851,27.1654,27.4
30,J,IMP,2021-08-10,2021-08-10,2021,8,57,61.66666667,4540,-81.1851,27.1654,113.5
30,J,IMP,2021-04-12,2021-04-12,2021,4,27,28.33333333,1688,-81.1851,27.1654,42.2
30,J,IMP,2022-02-07,2022-02-07,2022,2,55,55.33333333,5212,-81.1851,27.1654,130.3
30,J,IMP,2022-12-27,2022-12-27,2022,12,47,50.33333333,4000,-81.1851,27.1654,100
30,J,IMP,2023-10-13,2023-10-13,2023,10,73,73.66666667,4384,-81.1851,27.1654,109.6
30,J,IMP,2023-02-16,2023-02-16,2023,2,21,22,2076,-81.1851,27.1654,51.9
30,J,IMP,2023-04-04,2023-04-04,2023,4,17,17,1804,-81.1851,27.1654,45.1
30,J,IMP,2023-08-11,2023-08-11,2023,8,67,68.66666667,4884,-81.1851,27.1654,122.1
30,J,IMP,6/13/2023,6/13/2023,2023,6,43,45.33333333,3220,-81.1851,27.1654,80.5
31,I,IMP,2017-03-30,2017-03-30,2017,3,,10,1112,-81.206706,27.180396,27.8
31,I,IMP,2017-05-30,2017-05-30,2017,5,,11,476,-81.206706,27.180396,11.9
31,I,IMP,2017-08-31,2017-08-31,2017,8,,45,4068,-81.206706,27.180396,101.7
31,I,IMP,2017-10-23,2017-10-23,2017,10,,32,2980,-81.206706,27.180396,74.5
31,I,IMP,2017-12-11,2017-12-11,2017,12,,29,3424,-81.206706,27.180396,85.6
31,I,IMP,2017-12-11,2017-12-11,2017,12,,29,3424,-81.206706,27.180396,85.6
31,I,IMP,2018-04-05,2018-04-05,2018,4,,10,392,-81.206706,27.180396,9.8
31,I,IMP,2018-06-12,2018-06-12,2018,6,,21,612,-81.206706,27.180396,15.3
31,I,IMP,2018-06-19,2018-06-19,2018,6,,15.5,804,-81.206706,27.180396,20.1
31,I,IMP,2018-10-22,2018-10-22,2018,10,,32,3016,-81.206706,27.180396,75.4
31,I,IMP,2018-12-10,2018-12-10,2018,12,,30,3872,-81.206706,27.180396,96.8
31,I,IMP,2019-12-19,2019-12-19,2019,12,,28,2552,-81.206706,27.180396,63.8
31,I,IMP,2019-09-13,2019-09-13,2019,9,,70,3564,-81.206706,27.180396,89.1
31,I,IMP,2019-05-03,2019-05-03,2019,5,,60,3728,-81.206706,27.180396,93.2
31,I,IMP,2020-12-07,2020-12-07,2020,12,35,37.66666667,3804,-81.2069,27.1804,95.1
31,I,IMP,2020-10-12,2020-10-12,2020,10,37,42,4940,-81.2069,27.1804,123.5
31,I,IMP,2020-08-10,2020-08-10,2020,8,30,33.66666667,2136,-81.2069,27.1804,53.4
31,I,IMP,2020-06-08,2020-06-08,2020,6,31,34.66666667,2680,-81.2069,27.1804,67
31,I,IMP,2020-03-23,2020-03-23,2020,3,,16,324,-81.2069,27.1804,8.1
31,I,IMP,2021-10-05,2021-10-05,2021,10,41,46,3740,-81.2069,27.1804,93.5
31,I,IMP,2021-03-09,2021-03-09,2021,3,30,31.33333333,1600,-81.2069,27.1804,40
31,I,IMP,2021-06-17,2021-06-17,2021,6,33,38.66666667,2676,-81.2069,27.1804,66.9
31,I,IMP,2021-08-09,2021-08-09,2021,8,38,40.33333333,2788,-81.2069,27.1804,69.7
31,I,IMP,2021-04-13,2021-04-13,2021,4,21,25,2276,-81.2069,27.1804,56.9
