"","Block_name","Treatment","Date","Site","Ranch","Year","Low.reading_mean","Low.reading_sd","High.reading_mean","High.reading_sd","Low.rounded_5_mean","Low.rounded_5_sd","Low.rounded_10_mean","Low.rounded_10_sd","High.rounded_5_mean","High.rounded_5_sd","High.rounded_10_mean","High.rounded_10_sd","Sample_ID_vor","mean_biomass","sd_biomass","Sample_ID_bio","X_coord","Y_coord","ID","Block_Id"
"21","8","AD",2022-06-06,"MI","LC",2022,44.5,7.51541625470482,74.8571428571429,10.2621717639187,46.25,7.53080095095887,47.8571428571429,8.32539304250372,76.25,10.4194440741728,78.5714285714286,10.4400531126383,"2022-06-06_MI_LC_AD_8",1566.66666666667,613.666576136151,"2022-06-06_MI_LC_AD_8",-85.2125535,44.3018488,"8_AD_2022","8_AD"
"22","8","AD",2022-07-05,"MI","LC",2022,15.1785714285714,5.46404795969253,67.4285714285714,19.8763372649184,16.4285714285714,5.75054632785295,17.5,6.45497224367903,69.2857142857143,19.4705040792613,71.0714285714286,19.8772689297554,"2022-07-05_MI_LC_AD_8",593.333333333333,535.1136950842,"2022-07-05_MI_LC_AD_8",-85.2125535,44.3018488,"8_AD_2022","8_AD"
"23","8","AD",2023-09-19,"MI","LC",2023,16.0666666666667,3.76859374973938,28.2,6.20011123370741,18.1666666666667,4.44958993332112,20.6666666666667,3.65148371670111,30.1666666666667,6.49712580131868,31.6666666666667,6.47719252365604,"2023-09-19_MI_LC_AD_8",2173.33333333333,451.604546773686,"2023-09-19_MI_LC_AD_8",-85.2125535,44.3018488,"8_AD_2023","8_AD"
"24","8","AD",2022-07-28,"MI","LC",2022,17.0666666666667,3.85900946137587,64.8333333333333,25.0145934417786,18.1666666666667,4.25143653882757,20.3333333333333,4.13840993397334,66,24.5441193181472,67,24.2330637623546,"2022-07-28_MI_LC_AD_8",1440,682.583328246449,"2022-07-28_MI_LC_AD_8",-85.2125535,44.3018488,"8_AD_2022","8_AD"
"25","8","AD",2023-05-24,"MI","LC",2023,23.7333333333333,3.93860935841077,41.1333333333333,7.17626996250229,25.3333333333333,4.13840993397334,27.6666666666667,4.30183067152076,42.8333333333333,7.27339665153597,45.3333333333333,7.30296743340222,"2023-05-24_MI_LC_AD_8",1820,203.568170399992,"2023-05-23_MI_LC_AD_8",-85.2125535,44.3018488,"8_AD_2023","8_AD"
"26","8","AD",2022-08-22,"MI","LC",2022,20.1666666666667,4.50351076332702,48.9,20.8828423220661,21.8333333333333,4.44958993332112,23,4.66091599699399,51,20.777972421077,53.3333333333333,20.8993207831116,"2022-08-22_MI_LC_AD_8",1983.33333333333,516.9021946054,"2022-08-22_MI_LC_AD_8",-85.2125535,44.3018488,"8_AD_2022","8_AD"
"27","8","AD",2023-06-19,"MI","LC",2023,41.0344827586207,8.13933464559029,80.8620689655172,10.2668820483667,42.7586206896552,8.30083976996903,43.7931034482759,8.20008410385801,82.4137931034483,9.6010313485409,84.1379310344828,9.07006118238553,"2023-06-19_MI_LC_AD_8",3733.33333333333,431.431724996358,"2023-06-19_MI_LC_AD_8",-85.2125535,44.3018488,"8_AD_2023","8_AD"
"28","8","AD",2023-07-20,"MI","LC",2023,5.76666666666667,3.16972024582322,23.5666666666667,15.1035125700621,7.83333333333333,3.13031157789646,10.6666666666667,2.53708131702462,25.1666666666667,15.1135548508577,28,15.1771152590407,"2023-07-20_MI_LC_AD_8",633.333333333333,321.413544622293,"2023-07-20_MI_LC_AD_8",-85.2125535,44.3018488,"8_AD_2023","8_AD"
"29","8","AD",2023-08-22,"MI","LC",2023,16.3333333333333,4.30183067152076,29.4666666666667,16.7326509912626,18.5,4.76155581644313,20.6666666666667,4.49776445108804,31,16.9380208915959,32,16.6919348685277,"2023-08-22_MI_LC_AD_8",1160,441.089560066887,"2023-08-22_MI_LC_AD_8",-85.2125535,44.3018488,"8_AD_2023","8_AD"
"31","8","PR",2023-05-24,"MI","LC",2023,19.4333333333333,6.84651098324381,36.1,7.38754777101072,21.3333333333333,6.14947899858378,23,5.95963433268438,38,7.38124370419306,40.6666666666667,8.27681986794667,"2023-05-24_MI_LC_PR_8",1426.66666666667,939.333096758901,"2023-05-23_MI_LC_PR_8",-85.2129595,44.3031134,"8_PR_2023","8_PR"
"32","8","PR",2022-07-05,"MI","LC",2022,40.28,9.15842053340349,79.68,14.84845670993,41.6,9.4339811320566,44,10.4083299973307,80.6,14.3845982448822,81.2,13.3291660154215,"2022-07-05_MI_LC_PR_8",2213.33333333333,753.303834230695,"2022-07-05_MI_LC_PR_8",-85.2129595,44.3031134,"8_PR_2022","8_PR"
"33","8","PR",2022-07-28,"MI","LC",2022,7.33333333333333,2.21980544910676,31.625,22.78216789318,9.375,2.2421360157322,10.4166666666667,2.04124145231932,32.7083333333333,22.9355982408715,35,23.2191824744673,"2022-07-28_MI_LC_PR_8",360,113.137084989848,"2022-07-28_MI_LC_PR_8",-85.2129595,44.3031134,"8_PR_2022","8_PR"
"34","8","PR",2022-08-22,"MI","LC",2022,8.78571428571429,3.5627407558117,17.6071428571429,7.78098006639593,10.8928571428571,3.34818121676791,11.7857142857143,3.9002102778748,19.4642857142857,7.97441344810199,21.7857142857143,7.72373514927102,"2022-08-22_MI_LC_PR_8",456.666666666667,313.784330489281,"2022-08-22_MI_LC_PR_8",-85.2129595,44.3031134,"8_PR_2022","8_PR"
"35","8","PR",2023-06-19,"MI","LC",2023,30.4333333333333,11.9038774712517,78.7,14.3650677831256,31.6666666666667,11.9144459790838,33,12.0773369980935,80,14.2635295723769,81.3333333333333,14.3198279062413,"2023-06-19_MI_LC_PR_8",2633.33333333333,684.18321133061,"2023-06-19_MI_LC_PR_8",-85.2129595,44.3031134,"8_PR_2023","8_PR"
"37","8","PR",2023-07-20,"MI","LC",2023,6.46666666666667,4.00631685125424,34.5,21.3940855507246,8.16666666666667,4.25143653882757,11,4.02577899936449,36,21.5518620685241,37.6666666666667,21.922014338187,"2023-07-20_MI_LC_PR_8",946.666666666667,517.635650498173,"2023-07-20_MI_LC_PR_8",-85.2129595,44.3031134,"8_PR_2023","8_PR"
"38","8","PR",2022-06-06,"MI","LC",2022,38.6,7.4120126169943,73.1333333333333,15.2738978005939,40.5,7.58287544405155,42.3333333333333,7.73854362727667,75,15.4250132733414,76.6666666666667,15.8295518775384,"2022-06-06_MI_LC_PR_8",1893.33333333333,393.27683210007,"2022-06-06_MI_LC_PR_8",-85.2129595,44.3031134,"8_PR_2022","8_PR"
"39","8","PR",2023-08-22,"MI","LC",2023,9.73333333333333,3.22632847092463,19.0666666666667,10.6833203328054,11.1666666666667,3.86927181363834,13,4.66091599699399,20.6666666666667,10.7264845715811,22.3333333333333,11.0432795395438,"2023-08-22_MI_LC_PR_8",280,203.960780543711,"2023-08-22_MI_LC_PR_8",-85.2129595,44.3031134,"8_PR_2023","8_PR"
"40","8","PR",2023-09-19,"MI","LC",2023,4.53333333333333,1.8888663510037,9.23333333333333,4.6807259482156,6.5,2.330457998497,10,0,11.1666666666667,5.03150990797226,13,5.34983080621924,"2023-09-19_MI_LC_PR_8",620,28.2842712474619,"2023-09-19_MI_LC_PR_8",-85.2129595,44.3031134,"8_PR_2023","8_PR"
"41","9","AD",2022-07-28,"MI","LC",2022,15,5.08391127441794,61.1481481481481,23.5252788812109,16.6666666666667,5,19.2592592592593,5.49540082245419,62.2222222222222,23.259957889593,63.7037037037037,22.727169126933,"2022-07-28_MI_LC_AD_9",880,750.466521571749,"2022-07-28_MI_LC_AD_9",-85.204865,44.3034326,"9_AD_2022","9_AD"
"42","9","AD",2022-07-05,"MI","LC",2022,23.0416666666667,10.5602995950035,81.2083333333333,18.5823178379847,24.375,10.4582503316759,25.8333333333333,10.5980583400786,81.875,17.558133257219,82.5,17.0038358843706,"2022-07-05_MI_LC_AD_9",1960,886.160256387071,"2022-07-05_MI_LC_AD_9",-85.204865,44.3034326,"9_AD_2022","9_AD"
"44","9","AD",2022-06-06,"MI","LC",2022,44.0740740740741,4.97629709357598,74.1481481481482,9.85941059130703,46.2962962962963,5.29742183167228,47.7777777777778,5.77350269189626,76.1111111111111,9.54073587443029,78.1481481481482,8.78680699731007,"2022-06-06_MI_LC_AD_9",2433.33333333333,460.55039536045,"2022-06-06_MI_LC_AD_9",-85.204865,44.3034326,"9_AD_2022","9_AD"
"45","9","AD",2022-08-22,"MI","LC",2022,19.8,5.99079754059623,55.2666666666667,24.999218378586,21.6666666666667,6.20529992235966,24.3333333333333,6.78910553924363,56.8333333333333,24.617183980432,58,24.5511429609632,"2022-08-22_MI_LC_AD_9",1756.66666666667,340.035648755013,"2022-08-22_MI_LC_AD_9",-85.204865,44.3034326,"9_AD_2022","9_AD"
"46","9","AD",2023-08-22,"MI","LC",2023,21.4,5.85220265046153,42.8,15.0181499388642,22.5,5.68573532684178,24,6.21455466265865,44.6666666666667,14.6765901642914,46,14.2876845931901,"2023-08-22_MI_LC_AD_9",1346.66666666667,380.035086099516,"2023-08-22_MI_LC_AD_9",-85.204865,44.3034326,"9_AD_2023","9_AD"
"47","9","AD",2023-09-19,"MI","LC",2023,25.3333333333333,5.73755524852572,38,7.35316024014446,27,6.24223655762735,29.6666666666667,7.18395402284138,40,7.65641493488776,42,7.61124395107387,"2023-09-19_MI_LC_AD_9",1173.33333333333,250.013332977797,"2023-09-19_MI_LC_AD_9",-85.204865,44.3034326,"9_AD_2023","9_AD"
"48","9","AD",2023-07-20,"MI","LC",2023,12.8,6.68193653532185,41.6333333333333,23.398324922853,14.5,6.74025477877199,16.6666666666667,7.58098043578903,43,23.4005599697219,44.6666666666667,23.0042474838637,"2023-07-20_MI_LC_AD_9",1460,225.920339943087,"2023-07-20_MI_LC_AD_9",-85.204865,44.3034326,"9_AD_2023","9_AD"
"49","9","AD",2023-05-24,"MI","LC",2023,25.6,5.56218761230532,42.2,6.86520462060372,27.3333333333333,5.68320777155935,30.3333333333333,6.14947899858378,43.6666666666667,7.30296743340222,46.6666666666667,7.58098043578903,"2023-05-24_MI_LC_AD_9",2793.33333333333,401.131732310804,"2023-05-23_MI_LC_AD_9",-85.204865,44.3034326,"9_AD_2023","9_AD"
"50","9","AD",2023-06-19,"MI","LC",2023,37.0333333333333,7.27529278156359,75.7666666666667,15.9734334040194,38.1666666666667,7.82164694418894,39.3333333333333,8.27681986794667,77,15.1771152590407,78.6666666666667,14.3198279062413,"2023-06-19_MI_LC_AD_9",3600,385.331026521354,"2023-06-19_MI_LC_AD_9",-85.204865,44.3034326,"9_AD_2023","9_AD"
"51","9","PR",2022-08-22,"MI","LC",2022,11.1724137931034,4.81863173760561,28.5172413793103,19.8235442442551,12.7586206896552,5.60392192011091,14.8275862068966,5.74499139323762,30.3448275862069,19.817517254888,33.7931034482759,19.349011252599,"2022-08-22_MI_LC_PR_9",826.666666666667,785.56677088275,"2022-08-22_MI_LC_PR_9",-85.2076735,44.303247,"9_PR_2022","9_PR"
"52","9","PR",2023-07-20,"MI","LC",2023,5.1,3.69855516990454,33.3,18.8261556864654,6.5,3.25629364091479,10.3333333333333,1.82574185835055,35.1666666666667,18.7305454627817,37,18.96457677919,"2023-07-20_MI_LC_PR_9",666.666666666667,539.431799828919,"2023-07-20_MI_LC_PR_9",-85.2076735,44.303247,"9_PR_2023","9_PR"
"53","9","PR",2023-05-24,"MI","LC",2023,18.2666666666667,5.95924858335016,32.8333333333333,9.09749239164793,19.3333333333333,6.1213776527687,20.6666666666667,5.83292280985675,35.1666666666667,8.85548080173432,37,9.15385729888094,"2023-05-24_MI_LC_PR_9",2026.66666666667,714.497492414541,"2023-05-23_MI_LC_PR_9",-85.2076735,44.303247,"9_PR_2023","9_PR"
"54","9","PR",2023-08-22,"MI","LC",2023,7.3,4.83628526582271,15.1333333333333,8.70486718127727,9.33333333333333,4.49776445108804,12,4.06838102172486,17.3333333333333,8.58359836662575,19.6666666666667,9.27857499958849,"2023-08-22_MI_LC_PR_9",533.333333333333,403.716071845879,"2023-08-22_MI_LC_PR_9",-85.2076735,44.303247,"9_PR_2023","9_PR"
"55","9","PR",2022-07-05,"MI","LC",2022,36.68,9.29031754032121,82.44,13.9942845476287,38.8,9.9247166206396,40.4,9.78093383408081,83.2,13.3759734848222,83.6,12.5432584814845,"2022-07-05_MI_LC_PR_9",2460,1031.50375665821,"2022-07-05_MI_LC_PR_9",-85.2076735,44.303247,"9_PR_2022","9_PR"
"57","9","PR",2022-07-28,"MI","LC",2022,13.6923076923077,8.88940596786638,67.5384615384615,22.9490405363375,15.3846153846154,8.35740114187143,16.1538461538462,8.5214661071546,69.0384615384615,22.1819399859088,70.7692307692308,22.0767890641872,"2022-07-28_MI_LC_PR_9",586.666666666667,656.130068406156,"2022-07-28_MI_LC_PR_9",-85.2076735,44.303247,"9_PR_2022","9_PR"
"58","9","PR",2022-06-06,"MI","LC",2022,32.8620689655172,9.08579793622613,63.9310344827586,7.27977155490649,34.6551724137931,9.15452995621358,36.551724137931,9.36401244467559,65.6896551724138,7.64434173694066,66.8965517241379,8.49514494783515,"2022-06-06_MI_LC_PR_9",1700,385.953365058526,"2022-06-06_MI_LC_PR_9",-85.2076735,44.303247,"9_PR_2022","9_PR"
"59","9","PR",2023-06-19,"MI","LC",2023,25.5,9.64811934506159,73.1666666666667,18.4822064165237,26.6666666666667,9.85527456652575,29,9.59525744924238,74.5,18.1635292028683,75.6666666666667,18.3234037896015,"2023-06-19_MI_LC_PR_9",2360,748.331477354788,"2023-06-19_MI_LC_PR_9",-85.2076735,44.303247,"9_PR_2023","9_PR"
"60","9","PR",2023-09-19,"MI","LC",2023,9.33333333333333,5.51695401550488,14.8,6.81984932587123,11.1666666666667,5.52163976977188,13.3333333333333,6.06478434863123,17,6.89827564660559,18,7.14384229659507,"2023-09-19_MI_LC_PR_9",806.666666666667,559.094506024399,"2023-09-19_MI_LC_PR_9",-85.2076735,44.303247,"9_PR_2023","9_PR"
